#node	identifier	domain_summary_url	annotation	other_names_and_aliases
LRRK1	9606.ENSP00000373600	https://smart.embl.de/smart/DDvec.cgi?smart=2015:ANK(119|148)+ANK(152|182)+ANK(193|223)+LRR(278|300)+LRR(301|324)+LRR(328|351)+LRR_TYP(379|401)+LRR(403|427)+LRR(472|493)+LRR(548|569)+LRR(570|594)+Pfam_Arf(623|786)+Pfam_COR(844|1046)+Pfam_Pkinase(1243|1521)+	Leucine rich repeat kinase 1; Roco domain containing	2.7.11.1,79705,AAH66655.1,AAH68080.1,AAY67799.1,AB058693,AC090907,AK026772,AK094556,AK130975,AK131075,B3KSX5,BAB15547.1,BAB47419.1,BAC85125.1,BAC85472.1,BAG52887.1,BC066655,BC068080,CCDS42086,CCDS42086.1,DQ013130,E9PK39,E9PLF8,E9PMK9,EC 2.7.11.1,ENSG00000154237,ENSP00000284395,ENSP00000304562,ENSP00000343036,ENSP00000368142,ENSP00000373600,ENSP00000431668,ENSP00000433069,ENSP00000433268,ENSP00000435148,ENSP00000436662,ENSP00000436672,ENSP00000444590,ENST00000284395,ENST00000306112,ENST00000342765,ENST00000378865,ENST00000388948,ENST00000525284,ENST00000525395,ENST00000525617,ENST00000526457,ENST00000527698,ENST00000529762,ENST00000531270,ENST00000532029,ENST00000532145,ENST00000534045,ENST00000538064,ENST00000542170,FLJ23119,HGNC:18608,HPA010537,Hs.407918,Hs.572301,Hs.636486,Hs.640589,Hs.716107,KIAA1790,LRRK1,LRRK1-001,LRRK1-002,LRRK1-003,LRRK1-004,LRRK1-005,LRRK1-006,LRRK1-007,LRRK1-008,LRRK1-009,LRRK1-010,LRRK1-011,LRRK1_HUMAN,Leucine-rich repeat kinase 1,NM_024652,NM_024652.3,NP_078928,NP_078928.3,NX_Q38SD2,OMIM:610986,OTTHUMG00000165514,OTTHUMP00000230019,OTTHUMP00000230020,OTTHUMP00000230021,OTTHUMP00000230022,OTTHUMP00000230023,OTTHUMP00000230024,OTTHUMT00000384564,OTTHUMT00000384565,OTTHUMT00000384566,OTTHUMT00000384567,OTTHUMT00000384568,OTTHUMT00000384569,OTTHUMT00000384570,OTTHUMT00000384571,OTTHUMT00000384572,OTTHUMT00000384573,OTTHUMT00000397592,Q38SD2,Q6NVH5,Q6NYC0,Q6ZNL9,Q6ZNM9,Q96JN5,Q9H5S3,RIPK6,Roco domain containing,Roco1,UPI0000D4C0AD,UPI0000D4FE63,UPI0001F77CE1,UPI0001F77CE2,UPI0001F77CE3,UPI0001F77CE4,XM_005254979,XM_005254979.1,XP_005255036,XP_005255036.1,XP_011520314.1,XP_011520315.1,hsa:79705,leucine rich repeat kinase 1,leucine-rich repeat kinase 1,uc002bwq.1,uc002bwq.2,uc002bwr.3,uc002bwr.4
MS4A6E	9606.ENSP00000300182	https://smart.embl.de/smart/DDvec.cgi?smart=147:Pfam_CD20(41|143)+	Membrane-spanning 4-domains subfamily A member 6E; May be involved in signal transduction as a component of a multimeric receptor complex; Membrane spanning 4-domains	245802,AAH34588.1,AAH69322.1,AAI01784.1,AAL07358.1,AAL07359.1,AAL07360.1,AAQ14868.1,AF333758,AF354931,AF354932,AF354933,BC034588,BC069322,BC101783,CCDS7984,CCDS7984.1,ENSG00000166926,ENSP00000300182,ENSP00000432963,ENSP00000436675,ENST00000300182,ENST00000530509,ENST00000532756,H0YD45,H0YEW2,HGNC:14285,M4A6E_HUMAN,MS4A6E,MS4A6E-001,MS4A6E-002,MS4A6E-003,Membrane spanning 4-domains,NM_139249,NM_139249.2,NP_640342,NP_640342.1,NX_Q96DS6,OMIM:608402,OTTHUMG00000167355,OTTHUMP00000235787,OTTHUMP00000235788,OTTHUMP00000235789,OTTHUMT00000394296,OTTHUMT00000394297,OTTHUMT00000394298,Q3MIL2,Q8NE56,Q96DS6,Q96PG4,Q96PG5,UPI0000073D4C,UPI0001F77A76,UPI0001F77A77,hsa:245802,membrane spanning 4-domains A6E,uc001npd.3,uc001npd.4
MSLN	9606.ENSP00000372313	https://smart.embl.de/smart/DDvec.cgi?smart=630:Pfam_Mesothelin(1|629)+	Mesothelin; Membrane-anchored forms may play a role in cellular adhesion	10232,4F3F,AAC50348.1,AAF01409.1,AAH03512.1,AAH09272.1,AAK61253.1,AAV87530.1,AF180951,AL031258,AY743922,BAA08419.1,BC003512,BC009272,CAB002216,CAC37289.1,CAK1,CAK1 antigen,CCDS32356,CCDS32356.1,CCDS45370,CCDS45370.1,D3DU65,D49441,EAW85719.1,EAW85720.1,ENSG00000102854,ENSP00000219124,ENSP00000313398,ENSP00000372313,ENSP00000400020,ENSP00000415258,ENSP00000442965,ENSP00000454295,ENSP00000456008,ENSP00000456132,ENSP00000456702,ENSP00000457847,ENSP00000458003,ENSP00000482893,ENST00000219124,ENST00000318336,ENST00000382862,ENST00000445361,ENST00000446427,ENST00000545450,ENST00000561896,ENST00000563651,ENST00000563941,ENST00000566269,ENST00000566549,ENST00000569566,ENST00000620831,H3BR90,H3BUX1,H3BV92,HGNC:7371,HPA017172,Hs.408488,MPF,MSLN,MSLN-001,MSLN-002,MSLN-003,MSLN-004,MSLN-005,MSLN-006,MSLN-007,MSLN-008,MSLN-201,MSLN_HUMAN,Mesothelin,NM_001177355,NM_001177355.1,NM_005823,NM_005823.5,NM_013404,NM_013404.4,NP_001170826,NP_001170826.1,NP_005814,NP_005814.2,NP_037536,NP_037536.2,NX_Q13421,OMIM:601051,OTTHUMG00000047992,OTTHUMP00000045636,OTTHUMP00000249391,OTTHUMP00000249392,OTTHUMP00000249393,OTTHUMP00000249394,OTTHUMP00000249395,OTTHUMP00000249396,OTTHUMP00000249397,OTTHUMT00000109253,OTTHUMT00000420612,OTTHUMT00000420613,OTTHUMT00000420614,OTTHUMT00000420615,OTTHUMT00000420616,OTTHUMT00000420617,OTTHUMT00000420618,Pre-pro-megakaryocyte-potentiating factor,Q13421,Q14859,Q4VQD5,Q96GR6,Q96KJ5,Q9BR17,Q9BTR2,Q9UCB2,Q9UK57,SMRP,U40434,UPI000004EC9C,UPI000004EC9E,UPI0002466CB4,UPI0002466CB6,UPI0002B83326,UPI0004620A1E,XM_005255034,XM_005255034.2,XM_006720836,XM_006720836.1,XM_006720837,XM_006720837.1,XP_005255091,XP_005255091.1,XP_006720899,XP_006720899.1,XP_006720900,XP_006720900.1,XP_011520650.1,XP_016878346.1,hsa:10232,mesothelin,uc002cjt.1,uc002cjt.2,uc002cju.1,uc002cjw.2,uc002cjy.1,uc010brd.1
MTOR	9606.ENSP00000354558	https://smart.embl.de/smart/DDvec.cgi?smart=2549:DUF3385(854|1024)+Pfam_FAT(1513|1908)+Rapamycin_bind(2015|2114)+PI3Kc(2183|2484)+FATC(2517|2549)+	Serine/threonine-protein kinase mTOR; Serine/threonine protein kinase which is a central regulator of cellular metabolism, growth and survival in response to hormones, growth factors, nutrients, energy and stress signals. MTOR directly or indirectly regulates the phosphorylation of at least 800 proteins. Functions as part of 2 structurally and functionally distinct signaling complexes mTORC1 and mTORC2 (mTOR complex 1 and 2). Activated mTORC1 up-regulates protein synthesis by phosphorylating key regulators of mRNA translation and ribosome synthesis. This includes phosphorylation of EIF [...] 	1AUE,1FAP,1NSG,2.7.11.1,2475,2FAP,2GAQ,2NPU,2RSE,3FAP,3JBZ,4DRH,4DRI,4DRJ,4FAP,4JSN,4JSP,4JSV,4JSX,4JT5,4JT6,5FLC,5GPG,5H64,AAA58486.1,AAC39933.1,AAC41713.1,AAI17167.1,AB209995,AL049653,AL359082,AL391561,Armadillo-like helical domain containing,B1AKP8,B1AKQ2,BAE06077.1,BC117166,CAB005057,CAC15570.1,CAC42395.1,CAI17228.1,CAI22105.1,CAI22145.1,CCDS127,CCDS127.1,CHEMBL2221341,EC 2.7.11.1,ENSG00000198793,ENSP00000354558,ENSP00000354587,ENSP00000366034,ENSP00000366056,ENSP00000398745,ENSP00000440730,ENSP00000444218,ENST00000361445,ENST00000361947,ENST00000376838,ENST00000376860,ENST00000455339,ENST00000473471,ENST00000476768,ENST00000490931,ENST00000495435,ENST00000536289,ENST00000539766,FKBP-rapamycin associated protein,FKBP12-rapamycin complex-associated protein,FKBP12-rapamycin complex-associated protein 1,FLJ44809,FRAP,FRAP1,FRAP2,HGNC:3942,Hs.338207,Hs.659634,L34075,L35478,LRG_734,LRG_734t1,MTOR,MTOR complex 1,MTOR complex 2,MTOR-001,MTOR-002,MTOR-003,MTOR-004,MTOR-005,MTOR-006,MTOR-007,MTOR_HUMAN,Mammalian target of rapamycin,Mechanistic target of rapamycin,NM_004958,NM_004958.3,NP_004949,NP_004949.1,NX_P42345,OMIM:601231,OTTHUMG00000002001,OTTHUMP00000001983,OTTHUMP00000001984,OTTHUMP00000001985,OTTHUMT00000005558,OTTHUMT00000005559,OTTHUMT00000005560,OTTHUMT00000005561,OTTHUMT00000005562,OTTHUMT00000005563,OTTHUMT00000084229,P42345,Q4LE76,Q5TER1,Q6LE87,Q96QG3,Q96QW8,Q9Y4I3,RAFT1,RAPT1,Rapamycin and FKBP12 target 1,Rapamycin target protein 1,SKS,Serine/threonine-protein kinase mTOR,U88966,UPI000012ABD3,UPI000047004A,UPI0000470A50,XM_005263438,XM_005263439,XM_005263439.2,XP_005263495,XP_005263495.1,XP_005263496,XP_005263496.1,dJ576K7.1,hsa:2475,mammalian target of rapamycin,mechanistic target of rapamycin,mechanistic target of rapamycin kinase,rapamycin and FKBP12 target 1,rapamycin associated protein FRAP2,rapamycin target protein,uc001asc.3,uc001asd.3,uc001asd.4
NFAT5	9606.ENSP00000457593	https://smart.embl.de/smart/DDvec.cgi?smart=1548:Pfam_RHD_DNA_bind(300|457)+IPT(462|560)+	Nuclear factor of activated T-cells 5; Transcription factor involved, among others, in the transcriptional regulation of osmoprotective and inflammatory genes. Mediates the transcriptional response to hypertonicity. Positively regulates the transcription of LCN2 and S100A4 genes; optimal transactivation of these genes requires the presence of DDX5/DDX17. Binds the DNA consensus sequence 5'- [ACT][AG]TGGAAA[CAT]A[TA][ATC][CA][ATG][GT][GAC][CG][CT]-3'; Nuclear factors of activated T-cells 	10725,1IMH,A0A024R734,A2RRB4,A6H8V5,AAD18136.1,AAD38360.1,AAD48441.1,AAI31510.1,AAI46766.1,AAK91166.1,AB020634,AC009032,AC012321,AF089824,AF134870,AF163836,AF346509,AJ243298,AJ243299,BAA74850.2,BC131509,BC146765,CAB09693.1,CAC42764.1,CAC42765.1,CCDS10881,CCDS10881.1,CCDS10882,CCDS10882.1,CCDS45518,CCDS45519,CCDS45519.1,E9PHR7,EAW83278.1,EAW83279.1,EAW83280.1,EAW83281.1,ENSG00000102908,ENSP00000261761,ENSP00000306504,ENSP00000320629,ENSP00000320927,ENSP00000333368,ENSP00000338806,ENSP00000344628,ENSP00000346420,ENSP00000351863,ENSP00000354462,ENSP00000355005,ENSP00000377343,ENSP00000377345,ENSP00000387503,ENSP00000396538,ENSP00000413126,ENSP00000455115,ENSP00000455628,ENSP00000457593,ENSP00000462061,ENSP00000463214,ENST00000261761,ENST00000307119,ENST00000317142,ENST00000317157,ENST00000330680,ENST00000337802,ENST00000346898,ENST00000349018,ENST00000349945,ENST00000351144,ENST00000354436,ENST00000358976,ENST00000361718,ENST00000361838,ENST00000393742,ENST00000393744,ENST00000426654,ENST00000432919,ENST00000453403,ENST00000562429,ENST00000563474,ENST00000565301,ENST00000566899,ENST00000567239,ENST00000567990,ENST00000568832,F6X8W2,H3BP21,HGNC:7774,Hs.371987,Hs.605614,Hs.613383,Hs.614121,Hs.645784,Hs.734240,J3QKS5,KIAA0827,NF-AT5,NFAT5,NFAT5-001,NFAT5-002,NFAT5-003,NFAT5-004,NFAT5-006,NFAT5-007,NFAT5-008,NFAT5-009,NFAT5-010,NFAT5-011,NFAT5-201,NFAT5_HUMAN,NFATL1,NFATZ,NM_001113178,NM_001113178.2,NM_006599,NM_006599.3,NM_138713,NM_138713.3,NM_138714,NM_138714.3,NM_173214,NM_173214.2,NM_173215,NM_173215.2,NP_001106649,NP_001106649.1,NP_006590,NP_006590.1,NP_619727,NP_619727.2,NP_619728,NP_619728.2,NP_775321,NP_775321.1,NP_775322,NP_775322.1,NX_O94916,Nuclear factor of activated T-cells 5,Nuclear factors of activated T-cells,O94916,O95693,OMIM:604708,OREBP,OTTHUMG00000137572,OTTHUMP00000174893,OTTHUMP00000174894,OTTHUMP00000255209,OTTHUMP00000255210,OTTHUMP00000255211,OTTHUMP00000255212,OTTHUMP00000259240,OTTHUMP00000259241,OTTHUMT00000268952,OTTHUMT00000268953,OTTHUMT00000433971,OTTHUMT00000433972,OTTHUMT00000433973,OTTHUMT00000433974,OTTHUMT00000433975,OTTHUMT00000433976,OTTHUMT00000433977,OTTHUMT00000433978,Q7LA65,Q969Q8,Q96QH3,Q9UN18,T-cell transcription factor NFAT5,TONEBP,Tonicity-responsive enhancer-binding protein,UPI000002AF22,UPI000012FFE8,UPI0000F05980,UPI0002467190,UPI0002467191,UPI000268AEAB,UPI000268AEAC,XM_005255777,XM_005255777.2,XM_006721125,XM_006721125.1,XP_005255834,XP_005255834.1,XP_006721188,XP_006721188.1,XP_011521120.1,XP_016878359.1,Z97016,hsa:10725,nuclear factor of activated T cells 5,nuclear factor of activated T-cells 5,tonicity-responsive enhancer binding protein,uc002exi.3,uc002exi.4,uc002exj.2,uc002exk.2,uc002exl.3,uc002exm.2,uc002exn.2
NOS1	9606.ENSP00000477999	https://smart.embl.de/smart/DDvec.cgi?smart=1468:PDZ(26|100)+Pfam_NO_synthase(355|717)+Pfam_Flavodoxin_1(762|969)+Pfam_FAD_binding_1(1024|1253)+Pfam_NAD_binding_1(1285|1399)+	Nitric oxide synthase, brain; Produces nitric oxide (NO) which is a messenger molecule with diverse functions throughout the body. In the brain and peripheral nervous system, NO displays many properties of a neurotransmitter. Probably has nitrosylase activity and mediates cysteine S-nitrosylation of cytoplasmic target proteins such SRR; Belongs to the NOS family	1.14.13.39,4842,4D1N,4UCH,4UH5,4UH6,4V3U,5ADF,5ADG,5ADI,5FVU,5FVV,5FVW,5FVX,5UO1,5UO2,5UO3,5UO4,5UO5,5UO6,5UO7,5VUV,5VUW,5VUX,5VUY,5VUZ,5VV0,5VV1,5VV2,5VV3,5VV4,5VV5,A0PJJ7,AAA36376.1,AAA62405.1,AAB49040.1,AAB60654.1,AAH33208.1,AAR07069.1,AC026364,AC068799,AC073864,ACF04132.1,AJ004918,AY445095,B3VK56,BAA03895.1,BC033208,CAA06218.1,CAB002167,CCDS41842,CCDS41842.1,CCDS55890,CCDS55890.1,CHEMBL2096621,Constitutive NOS,D16408,E9PH30,EAW98110.1,EC 1.14.13.39,ENSG00000089250,ENSP00000267264,ENSP00000320758,ENSP00000337459,ENSP00000339541,ENSP00000339862,ENSP00000380730,ENSP00000380732,ENSP00000438934,ENSP00000445922,ENSP00000477999,ENST00000267264,ENST00000317775,ENST00000338101,ENST00000338734,ENST00000344089,ENST00000397605,ENST00000397607,ENST00000477584,ENST00000541241,ENST00000544320,ENST00000549189,ENST00000618760,EU753241,HGNC:7872,Hs.654410,Hs.735734,IHPS1,L02881,N-NOS,NC-NOS,NM_000620,NM_000620.4,NM_001204213,NM_001204213.1,NM_001204214,NM_001204214.1,NM_001204218,NM_001204218.1,NOS,NOS type I,NOS1,NOS1-001,NOS1-002,NOS1-003,NOS1-005,NOS1-201,NOS1-202,NOS1_HUMAN,NP_000611,NP_000611.1,NP_001191142,NP_001191142.1,NP_001191143,NP_001191143.1,NP_001191147,NP_001191147.1,NX_P29475,Neuronal NOS,Nitric oxide synthase 1 (neuronal),Nitric oxide synthase, brain,O75713,OMIM:163731,OTTHUMG00000137376,OTTHUMP00000174427,OTTHUMP00000174428,OTTHUMT00000268052,OTTHUMT00000268053,OTTHUMT00000268054,OTTHUMT00000404474,P29475,PDZ domain containing,Peptidyl-cysteine S-nitrosylase NOS1,U17299,U17300,U17301,U17302,U17303,U17304,U17305,U17307,U17308,U17309,U17310,U17311,U17312,U17313,U17314,U17315,U17316,U17317,U17318,U17319,U17320,U17321,U17322,U17323,U17324,U17325,U17326,U17327,U31466,U66362,UPI0000130397,UPI00001FBC10,XM_006719426,XM_006719426.1,XM_006719427,XM_006719427.1,XM_006719428,XP_006719489,XP_006719489.1,XP_006719490,XP_006719490.1,XP_006719491,XP_006719491.1,XP_011536700.1,XP_016874834.1,XP_016874835.1,XP_016874836.1,bNOS,hsa:4842,nNOS,nitric oxide synthase 1,nitric oxide synthase 1 (neuronal),uc001twm.2,uc001twm.3,uc001twn.2
PDCD6IP	9606.ENSP00000411825	https://smart.embl.de/smart/DDvec.cgi?smart=873:BRO1(3|387)+Pfam_ALIX_LYPXL_bnd(417|706)+	Programmed cell death 6-interacting protein; Multifunctional protein involved in endocytosis, multivesicular body biogenesis, membrane repair, cytokinesis, apoptosis and maintenance of tight junction integrity. Class E VPS protein involved in concentration and sorting of cargo proteins of the multivesicular body (MVB) for incorporation into intralumenal vesicles (ILVs) that are generated by invagination and scission from the limiting membrane of the endosome. Binds to the phospholipid lysobisphosphatidic acid (LBPA) which is abundant in MVBs internal membranes. The MVB pathway requires [...] 	10015,2OEV,2OEW,2OEX,2OJQ,2R02,2R03,2R05,2XS1,2XS8,2ZNE,3C3O,3C3Q,3C3R,3E1R,3WUV,4JJY,AAF08220.1,AAH20066.1,AAH68454.1,AAK20398.1,AAP36031.1,AB037796,AC112220,AC123901,AF151793,AF349951,AIP1,AK002122,ALG-2 interacting protein X,ALG-2-interacting protein 1,ALG-2-interacting protein X,ALIX,Alix,BAA92092.1,BAA92613.1,BC020066,BC068454,BT007367,C5MQH7,C9IZF9,CAB016212,CCDS2660,CCDS2660.1,CCDS54561,CCDS54561.1,DRIP4,E9PFU1,ENSG00000170248,ENSP00000307387,ENSP00000379748,ENSP00000393777,ENSP00000398895,ENSP00000406693,ENSP00000411825,ENSP00000415150,ENST00000307296,ENST00000396490,ENST00000412887,ENST00000413073,ENST00000430877,ENST00000435909,ENST00000457054,ENST00000459659,ENST00000465122,ENST00000473593,ENST00000477798,ENST00000482561,ENST00000484478,ENST00000487821,ENST00000489869,ENST00000494810,ENST00000495235,ENST00000498147,F8WBR8,F8WDK9,F8WEQ7,HGNC:8766,HP95,HPA011905,Hp95,Hs.475896,Hs.595926,Hs.611958,Hs.646405,KIAA1375,NM_001162429,NM_001162429.2,NM_013374,NM_013374.5,NP_001155901,NP_001155901.1,NP_001243121.1,NP_037506,NP_037506.2,NX_Q8WUM4,OMIM:608074,OTTHUMG00000130751,OTTHUMP00000161316,OTTHUMP00000208829,OTTHUMP00000208830,OTTHUMP00000208831,OTTHUMP00000208832,OTTHUMT00000253251,OTTHUMT00000342072,OTTHUMT00000342073,OTTHUMT00000342074,OTTHUMT00000342075,OTTHUMT00000342076,OTTHUMT00000342077,OTTHUMT00000342078,OTTHUMT00000342079,OTTHUMT00000342080,OTTHUMT00000342081,OTTHUMT00000342105,OTTHUMT00000342107,OTTHUMT00000342108,OTTHUMT00000342109,OTTHUMT00000342142,PDC6I_HUMAN,PDCD6IP,PDCD6IP-001,PDCD6IP-002,PDCD6IP-003,PDCD6IP-004,PDCD6IP-005,PDCD6IP-006,PDCD6IP-007,PDCD6IP-008,PDCD6IP-009,PDCD6IP-010,PDCD6IP-011,PDCD6IP-012,PDCD6IP-014,PDCD6IP-015,PDCD6IP-016,PDCD6IP-017,PDCD6IP-201,Programmed cell death 6 interacting protein,Programmed cell death 6-interacting protein,Q6NUS1,Q8WUM4,Q9BX86,Q9NUN0,Q9P2H2,Q9UKL5,UPI00000709A6,UPI00004121D3,UPI000198CA08,UPI000198CA09,UPI000198CA0A,UPI000198CA0B,hsa:10015,programmed cell death 6 interacting protein,programmed cell death 6-interacting protein,uc003cfx.4,uc003cfx.5,uc003cfy.4,uc011axv.3
PECAM1	9606.ENSP00000457421	https://smart.embl.de/smart/DDvec.cgi?smart=738:SIGNAL(1|27)+IG(42|128)+IG_like(241|322)+IG(332|403)+IG_like(422|483)+IG(508|595)+TRANS(603|625)+	Platelet endothelial cell adhesion molecule; Cell adhesion molecule which is required for leukocyte transendothelial migration (TEM) under most inflammatory conditions. Tyr-690 plays a critical role in TEM and is required for efficient trafficking of PECAM1 to and from the lateral border recycling compartment (LBRC) and is also essential for the LBRC membrane to be targeted around migrating leukocytes. Heterophilic interaction with CD177 plays a role in transendothelial migration of neutrophils. Homophilic ligation of PECAM1 prevents macrophage-mediated phagocytosis of neighboring viab [...] 	2KY5,5175,5C14,5GNI,A8K3S7,CCDS74132,CCDS74132.1,CD molecules,CD31,CD31 antigen,CD31/EndoCAM,D3DU31,ENSG00000261371,ENSP00000455663,ENSP00000455931,ENSP00000457218,ENSP00000457421,ENST00000561739,ENST00000563523,ENST00000563924,ENST00000564866,ENST00000566422,ENST00000566616,ENST00000568702,ENST00000569530,ENST00000569967,EndoCAM,GPIIA,HGNC:8823,Hs.376675,Hs.514412,Hs.707914,Hs.718947,Ig-like cell adhesion molecule family,Immunoglobulin like domain containing,L34631,M37780,NM_000442,NM_000442.4,NP_000433,NP_000433.4,NX_P16284,OMIM:173445,OTTHUMG00000175829,OTTHUMP00000254150,OTTHUMP00000254151,OTTHUMP00000254152,OTTHUMP00000254153,OTTHUMT00000431142,OTTHUMT00000431143,OTTHUMT00000431144,OTTHUMT00000431145,OTTHUMT00000431146,OTTHUMT00000431147,OTTHUMT00000431148,OTTHUMT00000431149,OTTHUMT00000431150,P16284,PECA1,PECA1_HUMAN,PECAM-1,PECAM1,PECAM1-001,PECAM1-002,PECAM1-003,PECAM1-004,PECAM1-005,PECAM1-006,PECAM1-007,PECAM1-008,PECAM1-009,Platelet endothelial cell adhesion molecule,Platelet/endothelial cell adhesion molecule 1,Q6LDA9,Q8TBH1,Q96RF5,Q96RF6,Q9NP65,Q9NPB7,Q9NPG9,Q9NQS9,Q9NQT0,Q9NQT1,Q9NQT2,UPI0001EC962A,UPI0002466C36,UPI0002466C37,UPI0002466C38,XM_005276880,XM_005276880.1,XM_006721944,XM_006721944.1,XM_006721945,XM_006721945.1,XP_005276937,XP_005276937.1,XP_005276938,XP_005276938.1,XP_005276939,XP_005276939.1,XP_005276940,XP_005276940.1,XP_006722007,XP_006722007.1,XP_006722008,XP_006722008.1,endoCAM,hsa:5175,platelet/endothelial cell adhesion molecule 1,uc032fos.1,uc032fos.2
PKP2	9606.ENSP00000070846	https://smart.embl.de/smart/DDvec.cgi?smart=881:ARM(384|424)+ARM(426|468)+ARM(570|616)+ARM(718|758)+	Plakophilin-2; May play a role in junctional plaques; Armadillo repeat containing	3TT9,5318,A0AV37,AAH94762.1,AAI26200.1,AAI43967.1,AC087311,AC087588,ACD03459.1,ACD13292.1,ACD13293.1,ACD13295.1,ARVD9,Armadillo repeat containing,B8QFA1,B8QGS6,B8QGS7,B8QGS9,BC094762,BC126199,BC143966,CAA66264.1,CAA66265.1,CCDS31771,CCDS31771.1,CCDS8731,CCDS8731.1,D3DUW9,EAW88511.1,EAW88514.1,EAW88515.1,ENSG00000057294,ENSP00000070846,ENSP00000342800,ENSP00000441207,ENSP00000478295,ENSP00000481383,ENST00000070846,ENST00000340811,ENST00000537278,ENST00000546498,ENST00000546741,ENST00000546769,ENST00000549461,ENST00000552612,ENST00000613243,EU492903,EU520483,EU520484,EU520486,HGNC:9024,HPA014314,HPA056908,Hs.164384,Hs.597742,LRG_398,LRG_398t1,NM_001005242,NM_001005242.2,NM_004572,NM_004572.3,NP_001005242,NP_001005242.2,NP_004563,NP_004563.2,NX_Q99959,OMIM:602861,OTTHUMG00000169500,OTTHUMP00000241342,OTTHUMP00000241343,OTTHUMP00000275065,OTTHUMT00000404448,OTTHUMT00000404449,OTTHUMT00000404492,OTTHUMT00000404493,OTTHUMT00000404494,OTTHUMT00000404495,OTTHUMT00000404496,PKP2,PKP2-001,PKP2-002,PKP2-003,PKP2-004,PKP2-005,PKP2-006,PKP2-007,PKP2-201,PKP2_HUMAN,Plakophilin 2,Plakophilin-2,Plakophilins,Q4VC01,Q99959,Q99960,UPI000013C576,UPI00001FB886,UPI0001899F85,UPI000462094C,X97675,hsa:5318,plakophilin 2,uc001rlj.4,uc001rlj.5,uc001rlk.4,uc001rlk.5
RB1CC1	9606.ENSP00000025008	https://smart.embl.de/smart/DDvec.cgi?smart=1594:COIL(865|1232)+COIL(1285|1397)+Pfam_ATG11(1456|1589)+	RB1-inducible coiled-coil protein 1; Involved in autophagy. Regulates early events but also late events of autophagosome formation through direct interaction with Atg16L1. Required for the formation of the autophagosome-like double-membrane structure that surrounds the Salmonella-containing vacuole (SCV) during S.typhimurium infection and subsequent xenophagy (By similarity). Involved in repair of DNA damage caused by ionizing radiation, which subsequently improves cell survival by decreasing apoptosis (By similarity). Inhibits PTK2/FAK1 and PTK2B/PYK2 kinase activity, affecting their  [...] 	200 kDa FAK family kinase-interacting protein,9821,AAH17556.1,AAO17545.1,AB059622,AC090814,AC113139,AK294579,ATG17,AY173931,Autophagy related,B4DGF9,BAA13194.2,BAB69690.1,BAG57770.1,BC017556,CC1,CCDS34892,CCDS34892.1,CCDS47856,CCDS47856.1,Cc1,D86958,DRAGOU14,E5RH44,E5RH63,E5RJC1,ENSG00000023287,ENSP00000025008,ENSP00000373439,ENSP00000373440,ENSP00000396067,ENSP00000429115,ENSP00000429611,ENSP00000429879,ENSP00000429918,ENSP00000430792,ENSP00000430809,ENSP00000445960,ENST00000025008,ENST00000388787,ENST00000388788,ENST00000435644,ENST00000517963,ENST00000518211,ENST00000518468,ENST00000518710,ENST00000519912,ENST00000521611,ENST00000522957,ENST00000523594,ENST00000539297,FAK family kinase-interacting protein of 200 kDa,FIP200,HGNC:15574,HPA024391,HPA053049,Hs.196102,Hs.702264,KIAA0203,NM_001083617,NM_001083617.1,NM_014781,NM_014781.4,NP_001077086,NP_001077086.1,NP_055596,NP_055596.3,NX_Q8TDY2,OMIM:606837,OTTHUMG00000164268,OTTHUMP00000226290,OTTHUMP00000226291,OTTHUMP00000226343,OTTHUMP00000226344,OTTHUMP00000226345,OTTHUMP00000226346,OTTHUMP00000226347,OTTHUMP00000226359,OTTHUMT00000378011,OTTHUMT00000378012,OTTHUMT00000378079,OTTHUMT00000378080,OTTHUMT00000378081,OTTHUMT00000378082,OTTHUMT00000378083,OTTHUMT00000378117,OTTHUMT00000378118,OTTHUMT00000378119,PPP1R131,Protein phosphatase 1 regulatory subunits,Q86YR4,Q8TDY2,Q8WVU9,Q92601,RB1 inducible coiled-coil 1,RB1-inducible coiled-coil 1,RB1-inducible coiled-coil protein 1,RB1CC1,RB1CC1-001,RB1CC1-002,RB1CC1-003,RB1CC1-004,RB1CC1-005,RB1CC1-006,RB1CC1-007,RB1CC1-009,RB1CC1-010,RB1CC1-011,RBCC1_HUMAN,RBICC,UPI00002106A1,UPI0000DBEF23,UPI0001E8F271,UPI0001E8F272,UPI0001E8F276,UPI0001E8F277,UPI0001E8F278,UPI0001E8F279,XM_006716491,XM_006716492,XM_006716492.1,XM_006716493,XM_006716493.1,XP_006716554,XP_006716554.1,XP_006716555,XP_006716555.1,XP_006716556,XP_006716556.1,XP_011515945.1,XP_016869596.1,hsa:9821,phosphatase 1, regulatory subunit 131,uc003xre.4,uc003xre.5,uc003xrf.4
